Citra,energy_0,homogenity_0,entrophy_0,contrast_0,energy_45,homogenity_45,entrophy_45,contrast_45,energy_90,homogenity_90,entrophy_90,contrast_90,energy_135,homogenity_135,entrophy_135,contrast_135,Label,Warna_R,Warna_G,Warna_B
467.png,0.001446883120984,13.264982628244326,7.004021939353472,12.26498262824441,0.0009698131679726,21.8691631822286,7.365692453685442,20.869163182228384,0.0012197069191593,12.4429041487839,7.167143600528776,11.442904148783972,0.0009290635143498,25.468218444088485,7.442988486083581,24.468218444088464,0,0.19619369506835938,0.7999038696289062,0.0
468.png,0.0016207405784002,10.42581238503974,6.88538243680585,9.425812385039851,0.00104105840204,20.594161698400114,7.295801978815467,19.594161698400075,0.0014915968369332,12.55003678724696,6.972961967957537,11.550036787247103,0.0012153406399762,20.84433924613352,7.191563279318341,19.844339246133483,0,0.00528717041015625,0.9937400817871094,0.0
469.png,0.0014588908987923,10.160196198650988,7.099056288172598,9.16019619865117,0.0010962775334796,21.28369569444209,7.39399553961336,20.283695694442173,0.0014429031968783,14.04848150418963,7.128118484056868,13.048481504189596,0.0010331300077473,23.536126614558963,7.456502097011303,22.536126614558874,0,0.01808929443359375,0.9812660217285156,0.0
470.png,0.0027088533404976,8.534079296954719,6.502465615401062,7.534079296954742,0.0021730391610836,9.562583785133423,6.6952241429576365,8.562583785133546,0.0028798409904097,7.8363151440834,6.4458694587151255,6.836315144083335,0.0019524021790588,19.382927992370025,6.84711277672681,18.38292799237017,0,0.042560577392578125,0.954345703125,0.0
471.png,0.002429914540678,14.242209278561187,6.700281154289238,13.242209278561145,0.0016921111324582,21.443148908823417,7.033110753784428,20.44314890882349,0.0024105388232767,7.6120416922133725,6.622684804737397,6.612041692213381,0.0018074594292598,18.79879288008013,6.934569908762791,17.798792880080285,0,0.021724700927734375,0.9727134704589844,0.0
472.png,0.0022505633013273,7.239625996321245,6.783757902033453,6.23962599632127,0.0015786635800901,15.080450101412035,7.176292254569043,14.080450101412078,0.0019190987040926,10.47879419578974,6.971816831188557,9.478794195789929,0.0015040480894928,17.29323312887202,7.217973924682719,16.293233128872167,0,0.03118133544921875,0.9648246765136719,0.0
473.png,0.0009713351957103,20.41549151849581,7.474330787069018,19.415491518495656,0.0006723976242125,42.25847470635524,7.83618734237548,41.2584747063554,0.0008800112056711,23.48349274473771,7.538368136711164,22.48349274473715,0.0006602993493351,40.050452209471615,7.821384887535301,39.05045220947186,0,0.015285491943359375,0.982421875,0.0
474.png,0.0011885413368255,17.825867565910585,7.256371195976676,16.825867565910404,0.0008210309158002,33.97170288231065,7.600320248903444,32.97170288231118,0.001042340651562,22.593135090946102,7.369691246677402,21.59313509094624,0.000790653164659,41.86773870704263,7.672349173588016,40.867738707043465,0,0.033077239990234375,0.9659805297851562,0.0
475.png,0.0011335955334198,13.558109544246802,7.309089851519042,12.558109544246784,0.0007436727454829,36.9010092079222,7.746106506607948,35.901009207922435,0.0010674342559633,17.07769262211336,7.368738937952124,16.07769262211308,0.0008439280193935,20.18428329045594,7.568441700000305,19.18428329045604,0,0.017093658447265625,0.9826202392578125,0.0
476.png,0.0014172012186898,10.665313713468088,7.122726143276475,9.665313713468263,0.0009630661245485,22.829470263057527,7.5008777825242365,21.82947026305742,0.0012125937511134,17.38491518495819,7.290829459549627,16.38491518495793,0.0009411155530748,29.36506269942178,7.544940625391617,28.36506269942159,0,0.034137725830078125,0.9656715393066406,0.0
477.png,0.0015825369759365,12.921124054771951,7.037245999863374,11.92112405477206,0.0011849838664262,21.814224694587185,7.303097282474716,20.81422469458725,0.0016024105725597,12.818937257306285,6.991036038223254,11.818937257306454,0.0011533529534471,25.756856821824176,7.351013701086588,24.75685682182394,0,0.030101776123046875,0.9688796997070312,0.0
478.png,0.0021424184183673,5.550269773145305,6.583387779376821,4.550269773145335,0.0014774611771536,11.69829983974662,6.960510862208401,10.698299839746714,0.0018436837093694,11.995871653382284,6.787411300587189,10.995871653382384,0.0014283035872845,19.9271777994724,7.044152381375016,18.927177799472545,0,0.02872467041015625,0.9698524475097656,0.0
479.png,0.0025899198749417,16.809593296546115,6.632474066081072,15.809593296545938,0.0018980663558426,18.789386431873915,6.8929491569430175,17.789386431873968,0.0026021208804029,10.935552830574215,6.596638105697591,9.93555283057431,0.0019021340251249,32.40110642426062,6.95953042473377,31.401106424260327,0,0.0318603515625,0.9665641784667969,0.0
480.png,0.0013932590420906,14.5750357653791,7.089455941652501,13.575035765379068,0.0011946995803893,17.702522098808725,7.234180237727968,16.70252209880884,0.0016104154556393,9.109695483343453,6.924579503695258,8.109695483343499,0.0010275565030495,25.95151667720728,7.408757595252887,24.95151667720691,0,0.019161224365234375,0.9804267883300781,0.0
481.png,0.0017675710856097,10.935317800939986,6.856469067833823,9.935317800940116,0.0015272238247572,10.982824431386744,6.976475125042766,9.982824431386875,0.0018439817761239,7.572814224402171,6.800347042844913,6.572814224402199,0.0011918855253369,22.408640178796347,7.266426027226108,21.40864017879636,0,0.028972625732421875,0.9707603454589844,0.0
482.png,0.0014561976846096,12.50880237073359,7.094403747824861,11.50880237073373,0.0011943364728633,14.699368196135564,7.268728717205112,13.69936819613566,0.0014918839561465,11.576905783772652,7.050663963913465,10.576905783772846,0.000994199404077,29.612571402842416,7.489932669363538,28.612571402842203,0,0.02729034423828125,0.9719429016113281,0.0
483.png,0.0022941749599199,17.426394849785435,6.793931872409176,16.42639484978539,0.0019415861803857,18.34890841402287,6.898689316889264,17.348908414023033,0.0022683086871642,12.668532597588396,6.748680191523905,11.66853259758834,0.0015001572364224,36.98844251239743,7.204812913718051,35.98844251239767,0,0.058330535888671875,0.9390830993652344,0.0
484.png,0.0016061478526216,7.158508072756969,6.90047679096616,6.158508072757016,0.0012167925255344,11.69679554483112,7.182061365565406,10.696795544831112,0.0014950875613251,9.957355405681474,7.018121542597947,8.957355405681607,0.0010439096077027,19.174095018225493,7.369279948285412,18.1740950182256,0,0.04051971435546875,0.9586181640625,0.0
485.png,0.0041599335842206,7.465342325771564,6.2924460918348375,6.465342325771435,0.0030798596533841,12.32883068188577,6.596105579965505,11.328830681885728,0.004085682833984,6.976474555487409,6.316670682051174,5.976474555487359,0.0030019448899351,13.804574693871112,6.636745786417746,12.80457469387091,0,0.041088104248046875,0.9578819274902344,0.0
486.png,0.0012120649485334,8.530723482526037,7.175142750386333,7.530723482526048,0.0008771405099611,20.91624863641308,7.530662042011558,19.91624863641311,0.0011680838093801,16.38417126507267,7.320926816629671,15.38417126507241,0.0007992164997004,25.78242778872766,7.669328690331598,24.782427788727635,0,0.0379180908203125,0.9607810974121094,0.0
487.png,0.0012849484694932,16.593196403024795,7.244082296667785,15.593196403024706,0.0009206172085478,26.602894795549023,7.548084743740339,25.60289479554904,0.0013327419050534,15.367236868996498,7.191627860106537,14.367236868996516,0.0009413659688806,33.43831265183654,7.568455834220573,32.43831265183689,0,0.07236099243164062,0.9247817993164062,0.0
488.png,0.0012302783762169,13.181749437972488,7.226934196822604,12.181749437972604,0.0008032482854894,25.729695600295805,7.616874853966038,24.729695600295543,0.0011279936001367,16.36155119558546,7.295803932361552,15.36155119558546,0.0008566770959718,29.59716414825233,7.584439296034088,28.597164148252,0,0.016254425048828125,0.9829978942871094,0.0
489.png,0.002207947666409,6.294612712037591,6.60778950995018,5.294612712037589,0.0012697954653642,14.042228730600154,7.110974696859605,13.042228730600309,0.001646073090647,10.16320662170439,6.857323458135647,9.163206621704417,0.0013698977176328,15.98459274540982,7.072596929744822,14.984592745409946,0,0.019786834716796875,0.9781303405761719,0.0
490.png,0.0028673547536743,5.590508890251368,6.439001854889666,4.590508890251366,0.0019924527737245,8.810368787620128,6.763106091119153,7.810368787620206,0.0026122645458928,6.102548538728807,6.512685987050848,5.102548538728781,0.0019476034587361,11.762413503042415,6.828762340965621,10.762413503042474,0,0.029766082763671875,0.9645004272460938,0.0
491.png,0.0027313686778107,5.7750786838340105,6.4945424532783145,4.775078683834053,0.0021023124459039,7.291442301591688,6.737440735808664,6.291442301591726,0.0023290342430821,10.587332924586066,6.727928192990054,9.587332924586146,0.0015831628189093,22.20929551924794,7.10120147045101,21.20929551924798,0,4.9591064453125e-05,0.9999351501464844,0.0
492.png,0.0017990894452545,7.897549560596756,6.836803447614504,6.897549560596781,0.0013034795014355,12.699257676509074,7.12803922684083,11.699257676509156,0.0018590664311921,6.57217657878603,6.7791185484088725,5.572176578786027,0.0013099398937,13.399198937374294,7.142832772386481,12.399198937374246,0,0.040508270263671875,0.9536056518554688,6.103515625e-05
493.png,0.0017173886613964,16.507159207030483,6.945060746359285,15.507159207030456,0.0012675143303493,19.14596777329557,7.196047991451247,18.145967773295524,0.001712205105046,9.736760678520264,6.89649932342423,8.736760678520364,0.001160225814247,29.860131272756416,7.323904549306357,28.86013127275642,0,0.0019378662109375,0.9976272583007812,0.000179290771484375
494.png,0.0027302676542261,12.552088698140206,6.468466247930726,11.55208869814018,0.0023381334947385,11.903299420181394,6.573476686311511,10.903299420181472,0.0029447874374688,5.277580216635974,6.340336135544424,4.277580216636006,0.0018390931236127,20.628211976643765,6.8593293596307685,19.62821197664372,0,0.004486083984375,0.9951400756835938,0.0
495.png,0.0020163307972714,14.30443490700996,6.815145045716706,13.30443490701001,0.001719813495116,18.635891044021736,6.938319218731919,17.635891044021772,0.0022024637836248,8.128250562027352,6.68880024549708,7.128250562027348,0.0013562086476768,22.97555469595862,7.207992028845255,21.975554695958525,0,0.030796051025390625,0.9686393737792969,0.0
496.png,0.0041670656337468,8.925749029225363,6.23306492350738,7.925749029225394,0.0030210506772013,12.730368951353002,6.509020313506466,11.730368951353023,0.0044642066067096,4.7230819538115645,6.1072872454557,3.723081953811562,0.0031445484309724,11.646750620649684,6.494041824968586,10.646750620649662,0,0.0452423095703125,0.949249267578125,0.00023651123046875
497.png,0.0022156143723799,12.564804823216765,6.7785244965584095,11.564804823216797,0.0017359837349068,17.47981481822591,7.018247079702378,16.479814818226018,0.0027155480606041,6.982724300020427,6.540578795955962,5.982724300020454,0.0018094630531119,18.62254477579873,6.965318476826343,17.62254477579882,0,0.008358001708984375,0.9895820617675781,0.0
498.png,0.0047167495229718,5.113086041283435,6.216164724182689,4.113086041283469,0.0033380389250892,12.261786201829327,6.625471511037686,11.261786201829398,0.0044504285120756,5.328456979358296,6.2355363269716975,4.328456979358236,0.0036388281036595,5.996432672057572,6.4057936299051885,4.996432672057556,0,0.033306121826171875,0.9622344970703125,3.814697265625e-06
499.png,0.001630895945354,20.895916615573228,7.207294948027617,19.89591661557308,0.0011608060867564,39.60174252611045,7.526968306353069,38.601742526110456,0.0015909179348334,22.098902513795075,7.224805238169724,21.098902513795,0.001151140234366,41.12966817505461,7.544092368775395,40.129668175055045,0,0.003162384033203125,0.9964714050292969,0.0
500.png,0.001622164120058,7.215511955855225,6.903482637578948,6.215511955855317,0.001159871247717,18.56369716803695,7.272874601653164,17.563697168037162,0.0014210278291844,15.0134293889229,7.09466854502672,14.013429388922944,0.0010668409758118,22.49911891297818,7.373006195628385,21.49911891297821,0,0.08944320678710938,0.9095916748046875,0.0
401.png,0.0020262410245095,13.360247292049776,6.796022317910089,12.360247292049902,0.0015255396337398,25.56948307514736,7.105199991880841,24.569483075147275,0.0020251598180211,11.69800735744929,6.791866337200463,10.6980073574494,0.0014822144006499,20.47014639757189,7.085629834778756,19.47014639757199,1,7.62939453125e-06,0.9989509582519531,0.00038909912109375
402.png,0.0013795226721657,12.478645003065498,7.102558673991047,11.478645003065507,0.0009744193200403,20.641019973352574,7.425268043171513,19.641019973352588,0.0013207028968881,8.835900265685622,7.0508586841467125,7.835900265685654,0.0010066627154303,18.78509049306101,7.382811153114478,17.78509049306083,1,0.0169525146484375,0.8477439880371094,0.11733627319335938
403.png,0.0007180677827812,43.26130390353608,7.801904179253162,42.26130390353518,0.0005305710666789,96.72975290676727,8.136206779288983,95.72975290676928,0.000694689905778,64.99807275700012,7.893729515366482,63.99807275699954,0.0005455515695912,98.84198968074077,8.115069377683751,97.84198968074294,1,0.0,0.9990577697753906,0.00067901611328125
404.png,0.0027435510419608,11.097226650316712,6.542071737861489,10.097226650316763,0.0019730672594117,25.507976856371656,6.899883965801749,24.507976856371467,0.0024514298925684,16.5613631718783,6.7019633219860015,15.561363171878206,0.0018746994471989,24.547722988696464,6.9658013950539885,23.54772298869652,1,0.001171112060546875,0.9986724853515625,7.62939453125e-06
405.png,0.0020481079194497,12.80715511955844,6.753917790823669,11.807155119558615,0.0015568593428134,26.907255613476384,7.052049443545124,25.90725561347609,0.0020619734774617,16.626067852033625,6.790085578171791,15.626067852033506,0.0014989055888416,26.45428069119821,7.09605108507382,25.45428069119796,1,0.002227783203125,0.9954299926757812,0.001728057861328125
406.png,0.002656826479049,9.516123032904122,6.512671868374745,8.516123032904094,0.0021434150219464,15.513398458046606,6.745196552113638,14.513398458046744,0.0028767188381121,8.309769057837688,6.472199408530103,7.309769057837713,0.0019920324239316,16.332467596259463,6.832406256697964,15.332467596259658,1,4.1961669921875e-05,0.9995269775390625,0.00030517578125
407.png,0.0057778352179102,3.353139178418144,5.711637151049294,2.35313917841814,0.0046436989880643,6.044119844208262,5.962826720586934,5.044119844208272,0.005856817697208,4.3722951154710605,5.753516420830874,3.3722951154710605,0.0043823518759912,6.686447633140363,6.050690619097347,5.686447633140394,1,0.001415252685546875,0.9878273010253906,0.00576019287109375
408.png,0.0009785229436196,35.16869814020077,7.435783034057084,34.168698140199794,0.0007897821338557,57.02878422270849,7.660498938381727,56.02878422270909,0.0010900929555266,26.60176374412426,7.317839875724999,25.601763744124103,0.0007424252678686,55.20196643068606,7.686910783680824,54.20196643068733,1,0.0058135986328125,0.9825248718261719,0.006298065185546875
409.png,0.0025148702925207,7.825677498467183,6.622065198221472,6.8256774984672015,0.0019201720328942,14.684576986129928,6.914940766881171,13.684576986129874,0.002466257973776,9.352754956059488,6.669508647825343,8.352754956059632,0.0018410461800765,15.7955919042328,6.968026715422512,14.795591904232824,1,0.003292083740234375,0.9965057373046875,6.4849853515625e-05
410.png,0.0028295856884018,5.666390762313514,6.567908800351264,4.66639076231349,0.0022433472438852,9.278599511666986,6.819685753454452,8.278599511667055,0.0029570555378666,5.486082158185171,6.538883937934776,4.486082158185172,0.0021503006460691,10.032236937705829,6.8769157407296015,9.032236937705903,1,0.10869979858398438,0.8758354187011719,0.005779266357421875
411.png,0.00147545981866,23.32318209687297,7.195629690235302,22.323182096873072,0.0011121379726183,42.53511351798208,7.468218765240971,41.53511351798307,0.0016580256712949,17.445975883915896,7.028107534648226,16.445975883915718,0.0012288985832321,32.07692370666484,7.351151967911947,31.076923706664644,1,0.000507354736328125,0.9985313415527344,0.000469207763671875
412.png,0.0009178808016174,45.95474351113901,7.499377442921929,44.95474351113794,0.0007536294483211,75.65971825681885,7.712572371322087,74.65971825682084,0.0010229865681897,38.2817290006132,7.402285181900496,37.28172900061262,0.0006915044942876,79.57680602372845,7.772636697044682,78.57680602373065,1,0.00019073486328125,0.9978866577148438,0.00125885009765625
413.png,0.0010751290972404,39.31011240547715,7.374426601225035,38.31011240547685,0.0007617822249274,75.57098737006191,7.703997974926999,74.5709873700639,0.0010338670896652,37.98971183323108,7.404417365520799,36.9897118332309,0.0008150445425352,65.69167889545837,7.654554829593906,64.69167889545874,1,0.04076385498046875,0.9542045593261719,0.002105712890625
414.png,0.0009225544180723,32.407341099529646,7.58679995288298,31.40734109952997,0.0006868187819408,54.279948260441145,7.864355965985615,53.279948260441074,0.0009288504906282,27.018103413039007,7.5459314624413025,26.018103413038983,0.0006863972906956,55.437923786484006,7.87639409665843,54.43792378648428,1,0.00333404541015625,0.9886131286621094,0.000823974609375
415.png,0.003186513733985,6.7191804618842825,6.403721218864195,5.719180461884308,0.0023834803698731,12.027136661611454,6.711095282027499,11.027136661611474,0.0032760527902885,6.507063151440832,6.386997365097331,5.507063151440824,0.0025086361031446,10.988675831609063,6.659907453990214,9.988675831609031,1,0.00432586669921875,0.9774894714355469,0.009548187255859375
416.png,0.0028661100859017,7.37567136725934,6.503223406757416,6.375671367259303,0.0021473024674149,13.731390234567735,6.817698910491019,12.731390234567789,0.0027216743710876,8.85426118945425,6.579503736767979,7.854261189454286,0.0020870889811842,14.860217232465727,6.858738155629101,13.860217232465796,1,1.1444091796875e-05,0.9856643676757812,0.0103759765625
417.png,0.0006892584613405,42.01400572246094,7.789541257287505,41.014005722460425,0.0005194948084821,71.06215500991571,8.071087602827342,70.06215500991624,0.0006835297124247,37.4054199877376,7.788904449313394,36.40541998773757,0.0005204778712671,70.75992476478726,8.0748358167424,69.75992476478804,1,5.7220458984375e-05,0.9927940368652344,0.005657196044921875
418.png,0.0011158080490449,38.83786838340448,7.349581849676245,37.83786838340461,0.0008170068332441,62.38663858649358,7.639782553148047,61.38663858649444,0.0010552734339513,38.42229102799945,7.397366730774598,37.42229102799879,0.0008195048504972,74.36325754552203,7.662102501687005,73.36325754552364,1,0.000110626220703125,0.9998397827148438,1.1444091796875e-05
419.png,0.0009571549512313,39.37077457592469,7.477357984191538,38.37077457592451,0.0007002549353678,68.52995798207505,7.774474044735604,67.52995798207581,0.0009305028530228,36.66431023911718,7.489255109183572,35.664310239116745,0.0007168150617861,67.20616003651168,7.765356869443964,66.2061600365131,1,0.001415252685546875,0.9975395202636719,0.00055694580078125
420.png,0.000999680389019,39.56654812998152,7.595708749121038,38.56654812998157,0.0007161502547784,68.77359849856983,7.911632478926852,67.77359849857112,0.0009488675205081,34.62348048232168,7.608253444005341,33.62348048232147,0.0007488939100065,66.18062181616433,7.876712198740998,65.18062181616496,1,0.00083160400390625,0.99859619140625,3.4332275390625e-05
421.png,0.0008567011879691,31.51244226445933,7.733193415716768,30.512442264459324,0.0005779167045443,86.07411773614785,8.17877659873359,85.07411773614922,0.0007246130111006,58.02473533619516,7.9535922158154975,57.024735336194496,0.0005786111013491,80.7350066823433,8.151184289967938,79.7350066823443,1,0.040798187255859375,0.9482040405273438,0.000743865966796875
422.png,0.0008731589554167,57.38435928878034,7.902124523492131,56.38435928878015,0.0006667347741611,78.66580297625136,8.131273029537422,77.66580297625349,0.0008806165219992,40.392773349683445,7.8277581868884925,39.39277334968301,0.0006582798184538,101.2136712777904,8.183278974978098,100.2136712777925,1,5.340576171875e-05,0.99981689453125,0.0
423.png,0.0006841755108474,60.10943184140642,7.96284844618057,59.10943184140591,0.0005253056933899,92.78559601801769,8.21758517825349,91.78559601801994,0.0006977935650428,48.38385652973691,7.919539662531055,47.38385652973622,0.0005053566618323,106.58124522872312,8.273357332268105,105.58124522872475,1,0.00353240966796875,0.9953536987304688,0.00029754638671875
424.png,0.0007457153052851,41.150421009605736,7.910643545028255,40.150421009605786,0.000550766134635,100.6697755428241,8.288912408838119,99.66977554282512,0.0007148054906787,61.73160024524888,8.008310066053745,60.73160024524807,0.0005518025357102,91.32285852873645,8.248740278192491,90.322858528739,1,7.62939453125e-05,0.9996604919433594,0.000141143798828125
425.png,0.0015997330591811,27.39806866952776,7.300806939177248,26.398068669527667,0.0011347001091522,63.76528292000952,7.701883782424499,62.76528292001016,0.0015102744449594,36.54303494788518,7.419432802790018,35.54303494788408,0.0011536506253821,57.10056876674392,7.653196993888692,56.10056876674417,1,0.0148162841796875,0.9800338745117188,0.002231597900390625
426.png,0.0020929573790626,11.808822808093083,6.850978421776936,10.808822808093195,0.0015784323469677,21.127951027525715,7.116619375476977,20.12795102752564,0.0021433587791616,9.92273451870003,6.785456705740598,8.922734518700242,0.001545835700336,18.9440709290404,7.143794009134556,17.944070929040297,1,0.009838104248046875,0.9849853515625,0.000774383544921875
427.png,0.0018862089487566,15.58164929491106,6.957724095554977,14.581649294911063,0.0014237308368367,25.25966586232945,7.208609245517153,24.25966586232955,0.0020275329262652,10.453476394849703,6.81595655623642,9.453476394849789,0.0014491812207343,22.85656189815425,7.202911564515108,21.85656189815428,1,0.0558624267578125,0.9381599426269531,0.0030059814453125
428.png,0.00345971553142,9.885090946249658,6.550381012601724,8.885090946249727,0.0025551193286959,20.524532287080845,6.88374787543094,19.52453228708103,0.0033983347332068,8.661655426118946,6.507299323190051,7.661655426118942,0.0026631135178961,13.294125472522676,6.764908648818489,12.2941254725226,1,0.0,0.7416496276855469,0.18954086303710938
429.png,0.0028094807127171,9.663280196198576,6.669779742569366,8.663280196198645,0.002194301076525,15.307383734376325,6.8996652512087815,14.307383734376396,0.002856993659824,8.522483139178393,6.620114630455602,7.5224831391783935,0.0020711175677398,17.810456793989342,7.002235325771987,16.81045679398951,1,0.007732391357421875,0.9304122924804688,0.047519683837890625
430.png,0.000609471321055,64.30466584917247,8.020567009846747,63.30466584917234,0.0004565121838743,114.0345189633237,8.319998442207716,113.03451896332604,0.0006243618212081,60.92426118945457,8.009527684567406,59.924261189454,0.0004611678791647,113.55231364651192,8.309389422649838,112.55231364651311,1,0.000530242919921875,0.998779296875,0.00040435791015625
431.png,0.0006902745067769,33.41822603719584,7.806397845269166,32.41822603719579,0.0005194353964086,65.26871823839876,8.113168721022799,64.26871823839888,0.000684693921408,36.42182096873093,7.83049418261458,35.42182096873073,0.0004969608563975,65.34677988788367,8.14902019020898,64.34677988788387,1,0.0027008056640625,0.9960975646972656,0.00057220458984375
432.png,0.0007472246562855,51.55456979358302,7.856208300190176,50.55456979358227,0.0005707218117494,98.87125077517165,8.13055025810706,97.87125077517304,0.0007281115295069,63.878348661353385,7.892045515882637,62.8783486613525,0.0005411576103821,106.91007181728976,8.196107713098648,105.91007181729104,1,0.001239776611328125,0.9922943115234375,0.00446319580078125
